ID;input1;input2;input3;input4;input5;input6;input7;input8;input9;output1;output2
1236;1024846;-0.572939;0.131976;-0.466959;1719671;-0.415618;0.352557;-1285821;131481;5008068;-24981188
1237;0.559912;0.4335;1619544;0.290582;-0.35621;0.503794;0.859947;1122547;0.929684;12013826;-30809395
1238;-0.710041;1014794;0.71566;0.576464;-0.35527;0.233471;2128666;0.545385;-0.699781;14582269;-29893792
1239;0.905692;-1092319;-0.955514;-0.728677;1398642;-1324616;-0.313146;-0.946118;0.048843;4386988;-20380946
1240;-1286781;10968;-0.642261;0.152961;-1209963;2082432;-0.376038;1268553;-1060217;20232601;-27726493
1241;1631467;-0.921859;0.056789;-1025865;0.606095;-1226395;-0.742921;-1244431;0.662773;4936005;-16710056
1242;0.493314;-1382288;-0.163495;-1278866;0.405592;-1327527;-0.921256;-2004203;0.000002;5395142;-16219365
1243;144974;-1572433;-0.178411;-1253481;1400275;-1249342;-0.523116;-0.58093;1148056;4915487;-2567131
1244;-0.867845;0.96576;-0.357676;0.536881;-0.387817;0.859659;1201436;2170029;-0.988081;17136157;-28994741
1245;-1558611;1092193;-0.824295;0.361057;-1359703;0.821172;-0.154482;0.135137;-1441142;22320235;-26877669
1246;-0.864024;0.911756;-0.682176;0.453702;-120281;1895145;0.089231;1309559;-126966;19908316;-28195022
1247;-1211647;0.98698;-2047531;0.593624;-1354937;1389556;-0.262088;0.828471;-1730089;21847412;-27298641
1248;-1045263;0.501747;-0.261595;0.989978;-1047757;1079418;-0.102272;192936;-1161899;18195919;-2845407
1249;-0.157419;0.538811;0.169466;0.225654;-0.748317;0.677801;1681961;1298809;0.012287;14061892;-29878674
1250;-0.902528;1899134;-0.200367;120432;-120365;0.585329;-1724453;0.25532;-2059397;23005337;-26666607
1251;0.859501;-0.877817;1439984;-1096598;0.781704;0.086024;0.100591;-0.989698;1783892;6793747;-27850236
1252;0.192226;0.68148;0.410823;0.520608;0.194809;0.923551;2562574;0.165839;0.937574;10570512;-30814875
1253;1269867;-0.928936;-0.208435;-1012222;1108136;-1538407;-0.283439;-1185402;0.780667;4462132;-17640531
1254;-1444301;1932421;-1351903;0.748488;-1077638;0.483244;0.032808;0.458421;-1591338;24132073;-26181679
1255;0.29298;0.010532;1389878;-0.191432;0.567969;-0.022281;0.313485;-0.7931;0.710904;9027546;-28845177
1256;-0.839455;0.267102;-1265161;1110258;-1658822;1294227;-0.02973;203284;-1067705;1827134;-28450717
1257;-0.029085;0.960647;0.366126;0.328165;-0.866904;1230474;2483004;0.78587;0.0253;12356383;-30512742
1258;1161801;-1199389;0.130266;-0.844766;0.877819;-0.939909;-1397055;-1205352;0.453634;51382;-17308244
1259;124431;-1181458;0.2008;-1166153;1445059;-1115766;-1185698;-1289008;0.414399;5307076;-16280632
1260;-1322537;1265769;-0.99228;0.365093;-0.529741;1326416;-0.017188;1630322;-0.274693;18091114;-29210988
1261;0.905352;-1176014;0.034505;-0.94414;0.751572;-1530341;0.218729;-0.94826;1120407;4496693;-21015047
1262;0.182678;-0.562226;2009007;0.434997;0.497644;0.579689;1158059;0.064946;1660972;9896754;-29831798
1263;-0.185081;0.643842;0.148603;0.523797;0.361445;0.630417;1572997;1634539;-0.796767;14137499;-30047428
1264;-1122989;1016694;-0.25451;0.865582;-1098165;1317206;0.278167;0.090126;-0.974727;20819238;-27559248
1265;117305;-0.636205;0.76237;-0.543974;0.777615;-0.791979;-0.073177;-0.403906;1933229;5953153;-2787612
1266;0.600476;-0.462315;1351299;-0.400617;0.987635;-0.229958;0.768435;-1399259;1743558;6954051;-27325782
1267;-0.824341;0.709162;-0.897468;0.513273;-1049082;214075;-1103487;1416684;-0.82978;20750158;-27503986
1268;0.940355;-0.567726;1767131;-0.424954;0.575756;-0.356985;-0.01621;-1085131;0.601583;5790757;-28191694
1269;0.274497;0.466135;-0.151041;-0.016858;-0.869345;115123;1674173;1503576;-0.318592;12029407;-31699624
1270;1347463;-0.899259;1679298;-0.333057;0.890741;-0.394278;0.366846;-0.18187;1322067;5261471;-25572915
1271;1475074;-0.697397;0.399983;-0.611659;0.899652;-0.972659;-1135489;-1166418;0.763796;3184566;-18836678
1272;-0.216282;0.907502;1024232;0.820737;0.141447;1111308;1832676;0.279703;0.156939;10735139;-3300027
1273;0.738745;0.323113;2259526;1118236;-0.881737;0.140174;1196689;-0.203576;6.8e-05;12006538;-30888146
1274;-1345157;1556386;-1438749;0.789059;-1375644;1859581;0.543465;1258694;-1185359;1993365;-27862422
1275;-0.33937;0.404766;-0.448618;0.431635;-1220722;0.587008;0.755182;202987;-0.620259;17275503;-29043458
1276;0.035519;0.69538;-0.223022;0.203113;-0.989477;1114463;0.983954;1392332;-0.807367;15849453;-293731
1277;1153786;-1299936;-1755183;-1237136;0.696248;-1470607;-0.788528;-1680279;-10656;5270255;-15751221
1278;-1148283;0.51048;-0.128893;1143374;-0.555051;1009103;-0.016655;0.894976;-0.842701;21994006;-27092926
1279;1408725;-0.788078;1580069;-0.279651;0.81658;0.10285;-0.143687;-0.65175;1117122;7112894;-28051126
1280;0.836064;-1092948;-0.231353;-0.831413;1739016;-1285846;-0.342563;-0.977447;-1157041;528097;-15445119
1281;1405839;-0.201115;1604277;-0.846028;0.585696;-0.024406;-0.358646;0.055081;0.302908;7772609;-28041331
1282;0.668117;-0.954883;0.140535;-1159703;1205858;-0.778146;-127473;-1421562;1276515;4898314;-1838521
1283;104499;-11112;-0.42738;-1352166;1202936;-0.714844;-1411444;-1322503;0.719204;5309399;-15755232
1284;-0.626073;0.467825;-1355809;1368019;-1829168;2125316;-1327099;1020909;-1038991;16125498;-30100014
1285;-0.515659;0.542093;0.418956;0.406544;-0.899047;0.994847;130012;1452371;0.597479;14012325;-31336557
1286;-0.435584;1015013;0.991396;0.493949;-0.047003;1315128;2204396;1541202;0.390574;13329025;-30119052
1287;0.880583;-1386296;-0.620448;-0.363769;1044679;-0.568165;0.035943;-0.47255;-0.213075;4267915;-21699604
1288;-1211505;1144936;-1123549;0.414118;-0.893031;1375474;0.043381;0.37915;-1361642;21391351;-27395878
1289;0.615155;-1578856;0.438075;-1116496;1620532;-0.806262;-0.555745;-1913281;-0.623429;5093851;-15758589
1290;0.46042;0.418753;-0.942973;0.766505;-0.653424;0.296874;2143829;0.435087;0.420292;12432402;-3058677
1291;-1162403;0.698872;-165082;0.996861;-0.718613;1095638;1356446;1290822;-1139101;16864855;-29131294
1292;1189929;-1175334;0.682049;-0.177267;1405231;-0.968067;-0.039282;-0.180748;1728935;5306102;-25795454
1293;0.156759;-0.144058;1469427;0.502493;0.500027;1054864;1342298;0.933957;0.544267;9954243;-30509539
1294;-0.732434;0.8225;0.778593;0.660023;-0.319798;0.61005;2253459;0.18982;0.574351;12522634;-3292895
1295;0.798962;-114738;-0.074345;-0.8231;0.742131;-0.400205;0.643425;-0.947674;1636555;4441194;-22241688
1296;-1307152;0.789743;-0.419094;0.416812;-1008706;0.871224;0.262415;1564381;-1209594;20169562;-27804368
1297;0.91797;-1535791;0.903432;-0.440618;0.691289;-0.823804;-0.351735;-0.665179;1784484;505182;-25461206
1298;-1329565;1412159;-1279674;1465968;-0.318993;0.840572;-0.230866;0.406232;-1135946;24463817;-26194438
1299;0.048054;0.760171;1185316;0.16945;-0.334173;0.207962;1466338;0.733422;-0.399231;13664269;-3021204
1300;0.191606;0.431727;2511295;0.060838;0.057784;0.66973;0.86135;1186906;1010367;9571645;-32260695
1301;0.56535;0.570025;2299246;0.35705;0.30051;1313703;1137464;0.054499;0.445321;900864;-31018256
1302;-1620175;0.402388;-0.255537;0.669258;-0.972897;0.216876;1740289;2020122;-0.724208;14694287;-29747435
1303;-0.924825;1287811;-0.223767;0.868785;-0.998909;0.695459;1847958;0.869799;-0.450128;1575035;-29270819
1304;0.651349;0.301416;1591947;-0.742917;0.454803;0.238594;1091142;0.039588;1306603;10373657;-29971668
1305;0.358897;-0.068634;0.804446;-0.139822;0.155512;-0.098648;1941661;0.583767;0.364495;10927189;-3107302
1306;0.584333;0.815233;0.502379;0.690989;-0.933129;0.230112;1443839;0.787443;0.725692;11706484;-30862339
1307;1432646;-0.907786;0.694431;-1442736;1783638;-0.769688;-0.817708;-1008974;0.541343;5079461;-15989312
1308;0.14305;-0.922692;0.766445;-0.672695;1613709;-0.595542;0.099994;-0.78561;1119354;4865598;-24037885
1309;-1108405;0.355526;-0.868131;0.4622;-1284554;1818186;-0.127263;1411503;-1966882;19054868;-28345117
1310;1347437;-0.9964;0.388465;-1583557;0.485526;-0.631422;-0.763985;-0.717153;0.524414;4927878;-19074449
1311;-0.790398;1611449;-1039724;0.406932;-1094949;1248969;0.017422;0.972334;-1263333;21159076;-2735288
1312;-1017519;0.647693;0.36735;0.795041;-0.667774;0.775859;18565;1780486;-0.249056;15544027;-29467996
1313;124099;-1139559;0.535363;-0.999914;141001;-1308762;-0.106403;-1087627;0.942897;419849;-2142391
1314;-0.498547;0.716077;-0.114604;0.32666;-1177783;1340161;1395006;1468434;-1213666;18076773;-28682308
1315;1644594;-1003668;1168953;-0.889534;0.947424;0.026164;0.275853;-0.738919;150159;5490269;-26018832
1316;0.620469;-0.288709;1167421;-0.340954;0.810861;-0.370407;0.74691;-1053964;1475091;8696041;-28711509
1317;0.454694;-0.835331;1564463;-0.41263;1046446;-0.48775;0.26812;-1630403;1838221;6058079;-26827882
1318;-1286176;1448751;-0.078435;0.841506;-1872849;0.973199;-1195512;1523492;-0.830948;20711157;-27649744
1319;1265855;-139945;0.550735;-0.650869;0.960838;-0.840333;-0.096674;0.135792;0.862794;4490914;-23271386
1320;-0.908262;0.868865;0.109846;0.871796;-0.767137;0.783438;1461053;1366156;-0.511929;15295194;-29801052
1321;0.578409;-1107085;-0.442077;-0.67578;0.692586;-1377335;-0.031995;-0.330529;0.814419;4638259;-22513429
1322;-0.216878;0.726567;-0.719398;0.84089;-0.491134;0.573198;1609629;1103959;0.353264;14223686;-29878001
1323;-0.899888;126037;-0.285574;0.548879;-1285756;0.637008;0.860196;1552418;-0.812241;16482084;-29138027
1324;146174;-0.925247;-0.372545;-1349658;1838736;-1576024;-1004875;-111773;1697329;5296294;-17139116
1325;-1727471;105374;-0.513046;1135867;-1531034;1772216;-0.548746;1453566;-0.527516;19494933;-28025912
1326;-0.380079;0.348536;-0.72172;0.077704;-0.241791;-0.414135;216925;1118898;-0.361533;12859422;-30405529
1327;1249068;-1634446;-0.169705;-1416715;0.828176;-1557218;-0.290294;-0.833418;0.703731;4964662;-196227
1328;111818;-1341748;0.548966;-1146322;0.869728;-0.974972;0.03063;-0.697054;0.259965;4094168;-22451491
1329;1946429;-0.757225;0.503909;-1086441;1088492;-0.778204;-0.527662;-0.224321;0.943237;411508;-23123674
1330;0.691947;-1263832;0.893461;-0.727314;0.82259;-0.441234;-0.008594;0.124181;1318818;7835884;-28052368
1331;-0.621459;0.98387;-0.117507;0.841276;-1308186;0.8486;1627466;1509352;-0.411795;14554532;-29755573
1332;-1395622;1501934;-0.264259;0.719806;-1475582;1508103;-0.102484;0.364381;-1349648;22689552;-26926069
1333;-0.45213;0.329792;0.277384;-0.489633;-0.528167;0.186839;2015592;0.804528;0.759999;13683048;-30173268
1334;0.505823;-0.798586;-0.116713;-0.647932;1282523;-1601341;-1022486;-0.947198;158775;4515235;-24625709
1335;1355896;-0.386844;0.71923;-1030388;1381644;-1045831;-0.84985;-105415;0.760876;4893538;-17495161
1336;0.810857;-0.797993;0.682123;-0.679261;1892589;-0.811881;-0.538786;0.430887;1513304;5094445;-25759288
1337;0.5035;0.723961;1893022;0.990954;0.540468;-0.158199;1529431;-0.017605;0.842563;10709667;-31061853
1338;1695612;-1696503;0.719051;-1261636;0.753653;-1050004;-0.256345;-1478469;1505472;4400038;-2417603
1339;-184287;0.633156;-1727595;0.700322;-0.911615;1258482;0.323032;1208423;-0.951811;17441264;-29298224
1340;-1088615;0.852999;-1008103;0.847252;-0.978279;1573638;0.640702;1638034;-0.673146;17599569;-30386236
1341;-1674338;0.04375;-0.727624;0.880292;-0.885508;1020771;1316333;1418363;-1353218;16911996;-29428069
1342;-0.052147;0.28652;1918776;-0.150635;-0.225947;0.665822;0.977083;1455728;0.759875;11692837;-30974782
1343;-0.698481;0.499491;-0.509314;0.394026;-1191427;1272257;-0.162958;1013724;-0.635215;1954184;-28133418
1344;0.15966;-0.693655;-0.077959;-1063792;0.41355;-1373369;-0.869836;-0.701339;-106611;5301738;-20195302
1345;1110429;-1328981;0.497845;-0.657095;1725107;-1448232;-0.162703;-1022771;1539091;4499785;-24371274
1346;0.109225;-0.29413;1627142;0.299695;-0.124309;-0.141522;1244771;1291819;0.105901;11556999;-30970183
1347;1162097;-0.488134;0.456603;-0.199115;0.045575;-0.057834;-0.334956;-0.376258;0.757078;7274912;-27599561
1348;-0.234019;-0.96953;-0.952626;-1109806;0.829829;-1168485;-0.350786;-0.986111;0.902153;4394492;-19171725
1349;1781395;-0.699674;-0.319716;-1028198;0.50033;-1771814;-0.38335;-2107315;0.461018;517181;-1668554
1350;1378613;-0.795291;1154028;-0.92946;0.565229;-0.869899;0.114307;-0.79972;2033966;5335883;-26290706
1351;-0.205044;-0.239396;0.160708;0.432271;-0.685364;1060945;106141;1347214;-0.164324;14779884;-2955008
1352;-0.921204;12929;-1953149;0.677474;-1560848;1065598;0.543478;1462531;-0.888456;19665833;-28447624
1353;-0.915877;1312883;-0.256868;1006128;-1529692;0.668409;0.185366;0.365964;-1696894;23436613;-26585715
1354;1730113;-0.860363;0.600158;-0.173069;1330786;-0.648204;0.72376;-1152111;0.283413;2902205;-2557535
1355;0.833825;-0.075654;1478863;-0.282442;0.870535;-119791;1635421;0.403267;0.515336;8777992;-30369142
1356;-1455826;1681291;-1309091;1436974;-0.754323;0.898235;-0.655379;-0.56502;-1035644;23859481;-26423583
1357;0.53655;0.290518;1031516;0.045665;0.065887;1004534;1428799;1456354;0.334609;11584866;-30910776
1358;1028485;-0.612845;0.237415;-0.917565;0.785116;-0.05753;-0.410943;-0.634313;1171597;4642272;-25120819
1359;-1377023;1841357;-1815067;1631671;-1479086;0.212127;-0.582657;-0.021835;-1675719;24118066;-26265967
1360;1367268;-0.459843;0.979051;-1304953;1696774;-0.612523;-0.53155;-0.421886;1822815;472455;-25086142
1361;-1531291;0.591518;-0.84504;1011375;-0.789879;1980726;-0.607292;1348914;-0.564224;18669471;-28321649
1362;0.643017;-0.594679;0.50142;-1496781;1567681;-0.760057;-0.310875;-0.545271;1627326;4590533;-24487817
1363;0.323519;0.111222;2469904;-0.455168;0.186377;-0.485427;0.907069;-0.642267;0.947423;9939769;-29512666
1364;1033777;-0.612509;-0.030777;-0.720349;1433058;-0.855109;-0.698573;-1555501;0.525643;4600568;-18653073
1365;1507727;-1026886;0.288664;-1076878;1203193;-1205306;-0.301818;-0.904998;1295955;4851846;-19442397
1366;0.188074;-1407154;1940011;-0.719229;1321825;-0.959053;0.319187;-0.701837;-0.314873;5359172;-26780286
1367;-0.6917;1511714;-1514596;0.887595;-1793113;1051348;-0.818475;0.990773;-12638;20906746;-27386523
1368;0.607923;0.465891;0.182875;0.610336;-0.845408;1187112;2342125;0.099207;0.723081;13644363;-30271947
1369;0.272454;-0.857979;0.140564;-0.855736;0.878863;-0.796886;0.271293;-1205012;1237184;4283973;-21366849
1370;-0.926835;0.389007;1964074;0.588359;-0.141264;0.278135;13533;1092066;0.27762;11154284;-30956666
1371;0.694913;-0.597556;1214267;-0.658943;0.894329;-1499853;-0.063486;-0.680414;1820206;5745565;-26359058
1372;1053417;-1164226;0.927134;-0.560323;117462;-0.904968;-0.417838;-0.883274;0.541701;4084313;-21186385
1373;0.526591;-0.919883;1832537;-1002316;1304541;-0.482315;-0.280742;-1171911;1252843;4408616;-22928535
1374;-164522;0.693436;-1423597;1260003;-1537453;2372496;0.092616;0.418421;-0.532854;19643086;-27975972
1375;0.636505;-1454845;-0.601356;-0.950832;0.82507;-0.777239;-0.98185;-0.702881;0.210017;4130195;-20765389
1376;0.797523;-1310802;-0.211046;-1243914;1665763;-1032126;-0.707299;-0.286636;0.397217;525326;-1634393
1377;1759173;-1101961;0.806009;-1030598;0.599591;-1139765;-0.001643;-1115294;-0.019186;5607438;-16596262
1378;0.639261;0.285707;191074;0.752307;-0.023602;0.767752;-0.345883;0.579922;-0.005034;10869605;-30908999
1379;-1128582;0.788129;-0.651587;0.203815;-1047292;0.899526;1270664;1461505;-1032637;16755045;-29267324
1380;1273721;-0.892093;1571369;-0.72849;1302117;0.215319;-0.799092;-0.328094;1922296;5890416;-26514429
1381;-0.57319;0.71831;-0.723006;0.347991;-0.968086;1816275;-0.479392;0.951175;-1154047;195848;-27871032
1382;0.003582;-0.001374;-0.147338;0.418784;-0.661875;0.537104;1594832;1018646;0.005618;15003073;-29612139
1383;0.30636;-0.97112;0.94186;-0.945391;1437595;-0.743678;-0.164019;-0.845151;0.165416;3868354;-26117116
1384;1557128;-1425687;-0.198894;-0.287774;1280633;-0.225198;-0.509238;-1093412;1282457;4121164;-23638276
1385;1467733;-0.993082;1896505;-0.206085;1442554;-0.325433;0.629719;-0.439367;1774649;5061063;-26077466
1386;0.209846;0.040989;1082583;-0.661386;0.993052;0.035601;0.152146;-0.273307;1133553;9233519;-29186428
1387;0.354787;0.673106;2229478;0.586039;-0.364766;0.428647;0.64743;0.588551;0.562235;10646358;-30652059
1388;-0.160732;0.868667;0.697252;0.415138;-0.33626;0.392672;128712;135948;0.046961;12244988;-30679561
1389;0.489448;0.211795;1742728;-0.018512;-0.124345;0.740687;1114493;0.311347;0.43587;10826211;-30907169
1390;-0.397008;0.443705;0.804729;0.279123;-0.210877;1274904;1785442;-0.26134;-0.998713;12515844;-30568824
1391;-2085777;1772014;-0.376435;1547818;-0.53983;1121995;-0.153886;-0.328586;-1810334;22839139;-26794315
1392;0.977021;-1186982;0.961556;-1576678;0.56903;-1018126;-0.262385;-0.312802;1587792;4620198;-26413583
1393;-0.658511;0.913813;0.075519;-0.020563;-0.923597;0.875183;1118574;1765058;-1205892;17620381;-28699117
1394;0.037025;0.169049;0.793921;0.570717;0.321366;0.393059;1918626;0.786388;0.534026;13091609;-30351036
1395;0.712621;1000103;1735315;0.31582;0.046256;0.677332;1277657;0.818787;0.648399;12488077;-30803015
1396;0.1652;-0.963853;0.896862;-0.817574;1579426;-0.613492;0.708189;-0.015068;1739971;4400406;-24817931
1397;1412183;-0.422321;0.865601;-0.347318;1078029;-0.397404;0.744363;-0.174107;1013071;6176349;-2702311
1398;-0.025473;0.456541;0.225308;0.497176;-0.142881;0.500824;0.919832;0.290213;0.552987;10808311;-30742617
1399;0.307334;0.652343;1745365;-0.078819;-0.179034;0.494899;1199759;0.985784;-0.080819;12691894;-30734795
1400;-0.058317;0.334853;1492677;0.035547;0.354083;0.823124;0.459346;0.52975;1142325;1070157;-30461409
1401;0.832808;-0.760417;-0.016208;-1431634;0.023876;-1588624;-1148964;-2251806;0.63011;4837129;-16624114
1402;0.038985;-1074604;0.11149;-1105274;1321361;-0.989822;-0.173817;-0.589754;0.3957;3898437;-22366747
1403;1485881;-0.906004;0.846797;-0.583516;0.798645;0.121986;0.539259;-1305042;1535208;6381754;-26966971
1404;0.790804;-1370176;0.227552;-0.885228;1110147;-0.400404;0.197202;-1496291;1397001;4890817;-23653768
1405;-1150612;0.542876;-0.42029;0.004588;-116765;1842212;0.037005;0.002947;-0.949125;19510097;-28100787
1406;0.81241;-0.762981;0.86846;-0.646517;0.625415;-0.627418;-0.443056;-1466807;0.990202;3247296;-24300661
1407;-1114838;0.95176;-0.742451;0.961438;-1055425;1216399;-0.170053;1140401;-0.824354;17596214;-28676876
1408;1835586;-0.673421;0.894178;-1261342;1366061;-1384469;-0.805753;-1463504;0.825251;46886;-21225532
1409;0.347893;0.16689;1160729;0.769271;0.090986;0.568274;0.291725;1058866;0.629647;11569279;-30924967
1410;-0.060834;-0.246754;0.049597;-0.423088;1512703;-0.752133;-0.342278;-0.637216;0.157247;4381231;-19979265
1411;0.351104;0.354318;0.198316;-0.193111;0.03105;0.470198;1373201;1261191;0.031291;11709418;-3087726
1412;-0.02579;100554;0.608437;0.292563;0.320249;1317378;1260034;0.170602;0.837997;10156422;-29913114
1413;1346631;-1570331;0.166263;-0.7399;1096688;-0.520715;-107981;-1076423;0.496277;5221629;-17866333
1414;-0.065095;-1321075;-0.403981;-0.791842;1554576;-1261934;-0.024474;-0.729318;1514012;5060314;-25284023
1415;1415756;-0.957005;1462243;-0.542593;0.364694;-1050323;0.500435;-0.347081;1088092;5517613;-26243121
1416;-0.864683;0.736217;-0.094904;0.645506;-1305444;0.975529;139029;1823836;-1247896;17944705;-28729693
1417;0.563335;-0.129397;0.935175;-0.418681;0.228882;-0.376129;0.354377;-0.415684;1339063;8201397;-28453482
1418;-2044716;1550658;0.09714;1358523;-0.944513;0.872662;-0.645066;0.526898;-1585305;23614543;-26456428
1419;1086002;-0.398025;0.363998;-0.991043;1301428;-0.77003;-0.552664;-0.772263;0.88537;6142369;-26789819
1420;1374235;-0.938699;0.686741;-1268356;1599763;-0.823739;-0.796151;-0.932841;0.923708;5166186;-17891331
1421;1291007;-0.837221;0.450571;-1019185;186142;-1603344;-1942242;-1639138;0.274944;4657612;-18036152
1422;-0.762255;1384827;-0.704072;0.871405;-1551959;1671794;-0.591867;1280015;-0.505897;20450964;-27622069
1423;1037722;-1273317;0.37054;-0.56546;0.783292;-1265797;-0.634158;-1478395;0.789184;5415559;-1690557
1424;1151027;-0.841051;0.063828;-0.748145;1041199;-0.872557;-1045372;-1411752;0.789232;4764123;-1679008
1425;-0.590753;0.105173;-0.415552;0.72874;-0.610143;1135688;1109593;1347013;-1065641;16238126;-32335498
1426;1363162;-1053068;-0.023774;-1499896;0.431476;-0.966572;-0.574418;-189809;0.487403;5151356;-16090426
1427;0.395827;-1191487;0.520209;-0.960067;1236892;-1300114;-0.993563;-0.780874;-0.009839;4763588;-19100755
1428;-1220075;1373621;-0.225002;0.73275;-1149264;165379;-0.138691;0.466525;-146233;21403875;-27220271
1429;-0.866176;1627021;-0.084459;1322287;-0.891092;1389308;-0.705271;1386497;-0.480215;21693114;-27208064
1430;-0.979936;0.524987;-0.274494;0.425262;-1360168;1155029;-0.223021;1576335;-1780634;18748603;-28248738
1431;0.38058;-0.492303;1566081;-0.998753;1011768;-0.560181;-0.202473;-0.928871;0.762924;3846013;-23076471
1432;0.546585;-1036254;0.213406;-0.59422;1546727;-1270684;-0.580058;-0.771284;0.853614;4162024;-20096272
1433;1222433;-0.823565;0.870654;-0.887686;1505602;-0.65703;-1032252;-0.861193;1394116;4606111;-2416917
1434;1373609;-1190429;0.940212;-1041283;0.418196;-1255319;-0.687969;-0.498902;0.64996;4357748;-25189952
1435;-0.32532;-0.510487;0.009867;0.523704;-1205407;0.660877;0.905986;1459074;-0.105259;13305062;-32450251
1436;0.893644;-1438331;1257438;-0.928549;0.521515;-1131166;0.567402;-2190252;192538;8035603;-28505946
1437;0.506639;-0.489115;1038288;0.112686;0.288586;0.143691;0.167341;0.698875;0.681315;8074437;-28381255
1438;0.13528;0.313839;0.516456;0.346459;-0.917411;0.54115;2200402;0.164514;-0.541258;12080462;-31111885
1439;-1293045;1203959;-0.68937;0.612302;-1293061;1996161;-0.145107;1172003;-0.931128;20043541;-27750879
1440;-0.783089;1971805;-1442454;0.542605;-0.893624;1043412;-161097;0.670722;-1051011;23653605;-26601417
1441;-0.193142;0.800047;0.381185;0.539257;-0.598063;0.951413;1604207;1183367;0.157656;13191328;-31608603
1442;1526628;-0.296961;1762061;-0.785392;0.716637;0.024409;-0.291936;-114061;1066894;7465948;-29197884
1443;-1377061;0.630125;-1089779;-0.037262;-1401323;1443733;0.102323;0.847137;-0.534298;19382647;-30067698
1444;-162776;1009792;-0.6337;0.313132;-1294373;1820978;-1267914;1030134;-1355234;19807572;-27829167
1445;0.827827;-0.061112;0.514527;-0.60916;0.197101;-0.46529;-0.109671;-0.370584;1869787;8181499;-28482077
1446;-0.406021;0.512496;0.394045;0.355839;-0.304076;-0.054308;1287077;0.098423;-1049324;13680113;-30146089
1447;-1198906;0.380794;-1613042;-0.349787;-0.887163;1198886;0.810179;0.919921;-101044;16976186;-30925196
1448;0.312343;0.314411;0.692756;-0.295543;0.006069;0.322984;0.235209;0.993566;0.877179;11593752;-30903672
1449;-0.494231;0.898633;-0.210247;0.652163;-0.625359;1022042;1647313;1351153;-0.534749;1557991;-29396042
1450;0.670152;0.278709;0.075052;0.23061;-0.039828;0.221772;183288;1414539;-0.624594;12035021;-30740976
1451;-0.955893;0.496066;-1645663;-0.236607;-1646913;1298841;0.118824;1426776;-1060307;18579994;-28226403
1452;0.510246;-1451887;-0.024333;-1415885;0.331427;-1054527;0.14124;-0.77908;0.864202;4247122;-1934108
1453;-0.258278;0.969402;-0.302123;-0.457853;-0.801787;0.988662;2002118;0.95041;0.158005;14011001;-30186391
1454;-0.60003;-0.084423;2117072;0.504733;-0.136523;0.727841;1870498;1158825;-0.023985;11874851;-30953566
1455;-1254434;11145;-1516209;0.571593;-1312889;1493851;-0.583682;1128122;-1282176;20678155;-27467517
1456;0.550355;-0.17204;2283767;0.091495;0.504383;0.116241;1696414;0.461561;1057494;9471862;-29213684
1457;-0.423644;0.328004;2013444;0.442495;-0.039234;0.38348;1845353;136481;0.425224;10945168;-30922701
1458;-0.369444;0.686145;1172967;0.600274;-0.844556;0.609009;2161776;136114;-0.927801;13245964;-30243821
1459;0.152852;-0.901602;0.729844;-0.96607;0.666326;-0.624364;0.079286;-1646127;1243225;4722141;-2395905
1460;0.000695;-140352;0.4543;-0.62873;1373658;-1085464;-0.154853;-0.651715;0.649038;4577116;-20943228
1461;-0.652388;0.152983;0.840392;0.308438;-0.395284;0.720807;0.549596;-0.086692;0.039115;14079031;-30066176
1462;-1277087;1995673;-0.395296;1384941;-1124117;0.748146;-0.188132;0.644303;-0.728281;23520944;-26513546
1463;-0.07123;0.494251;-0.273295;0.386698;-0.550866;0.640637;2501927;1077867;-0.540453;13294064;-30183358
1464;-0.661024;0.931804;-10111;11384;-0.985979;1234374;1407664;1676204;-0.589068;17053497;-29050941
1465;-1239246;2155607;-0.844396;1375682;-1058365;0.035675;-0.393957;0.222129;-133745;24282657;-26199265
1466;-0.446586;0.014585;0.337694;-0.060414;0.164021;0.571036;1584705;1341692;0.121205;11171691;-31656515
1467;0.091234;-0.925971;-0.063837;-0.891936;1342494;-1004107;-0.46253;-0.440452;0.622062;5335589;-19313413
1468;-0.947789;1296247;-1206202;0.69388;-0.884976;1846762;-0.670459;207014;-0.969697;19454406;-27937496
1469;-0.047642;0.575924;-0.458299;0.541229;-0.553175;1117037;176576;0.782722;-0.741898;15285539;-31695344
1470;0.226561;0.650745;126252;-0.195156;-0.84153;0.545634;1498044;0.121465;0.099919;12062502;-30664504
1471;1260539;0.034637;0.458281;-0.697155;1253593;-1225128;-0.192985;-0.805519;1506016;5401554;-26002755
1472;0.354641;-0.632695;0.838677;-0.971101;1862278;-1522958;-1426153;-1091372;0.830046;3719994;-21122489
1473;-1237809;125947;-1303363;0.423938;-105549;1421236;-0.820255;155502;-112307;19183887;-28240707
1474;0.186261;0.334655;0.571964;0.993406;-0.457104;0.630374;1901832;1017495;0.170452;13291085;-30386611
1475;-1256323;1037466;-1111583;0.754465;-0.800924;166799;-0.096418;1159944;-1088505;18074027;-28517369
1476;-0.989923;0.540453;0.023334;0.935843;-1160975;1199914;0.920639;1624447;-1505572;16000024;-29323037
1477;1437506;-1211026;0.087877;-0.447784;1268489;-1286772;-1438394;-0.863575;0.276702;4972283;-1685953
1478;-1572885;1351373;-0.698778;0.269895;-0.777414;1991074;-0.598646;1480453;-0.858107;19631899;-27893629
